time[s], x, y, z, R, P, Y
108, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
109, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
110, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
111, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
112, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
113, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
114, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
115, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
116, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
117, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
118, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
119, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
120, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
121, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
122, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
123, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
124, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
125, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
126, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
127, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
128, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
129, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
130, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
131, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
132, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
133, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
134, 0.0166316, -0.268558, 1.75616, -3.11583, -0.016343, 1.73849, 
135, 0.0118571, -0.268577, 1.75625, -3.12546, -0.0141957, 1.7387, 
136, 0.00678498, -0.268535, 1.75634, -3.1357, -0.0119114, 1.7389, 
137, 0.00200094, -0.268663, 1.75616, 3.13785, -0.00973978, 1.73838, 
138, -0.00306918, -0.268498, 1.75622, 3.12761, -0.00745267, 1.73854, 
139, -0.00783958, -0.268286, 1.75627, 3.11798, -0.00529751, 1.73866, 
140, -0.0129045, -0.267999, 1.7563, 3.10776, -0.00300512, 1.73877, 
141, -0.0176687, -0.267672, 1.75632, 3.09813, -0.000845182, 1.73886, 
142, -0.0227257, -0.267263, 1.75633, 3.08791, 0.00145214, 1.73893, 
143, -0.0274811, -0.266821, 1.75632, 3.07828, 0.00361652, 1.73897, 
144, -0.0322312, -0.266324, 1.75631, 3.06866, 0.00578293, 1.739, 
145, -0.0372711, -0.265733, 1.75628, 3.05844, 0.00808693, 1.73901, 
146, -0.0420085, -0.265121, 1.75624, 3.04882, 0.0102573, 1.73899, 
147, -0.0467388, -0.264454, 1.75618, 3.03921, 0.0124294, 1.73896, 
148, -0.0514613, -0.263731, 1.75612, 3.02959, 0.0146033, 1.73891, 
149, -0.0561755, -0.262954, 1.75604, 3.01998, 0.0167788, 1.73884, 
150, -0.0608806, -0.262121, 1.75596, 3.01037, 0.0189559, 1.73875, 
151, -0.0655762, -0.261233, 1.75586, 3.00076, 0.0211344, 1.73864, 
152, -0.0702616, -0.26029, 1.75575, 2.99115, 0.0233143, 1.73851, 
153, -0.074905, -0.259072, 1.75587, 2.98156, 0.025491, 1.73904, 
154, -0.0795678, -0.25802, 1.75573, 2.97196, 0.0276762, 1.73887, 
155, -0.0842187, -0.256913, 1.75559, 2.96236, 0.0298625, 1.73868, 
156, -0.0885681, -0.255828, 1.75544, 2.95335, 0.031913, 1.73849, 
157, -0.093194, -0.254616, 1.75527, 2.94375, 0.0341013, 1.73826, 
158, -0.0974819, -0.253215, 1.75534, 2.93477, 0.0361533, 1.73871, 
159, -0.10208, -0.251899, 1.75515, 2.92518, 0.038346, 1.73845, 
160, -0.106378, -0.250618, 1.75495, 2.91618, 0.0404021, 1.73818, 
161, -0.110622, -0.249073, 1.75499, 2.90721, 0.042461, 1.73858, 
162, -0.114892, -0.247698, 1.75478, 2.89822, 0.0445207, 1.73828, 
163, -0.119148, -0.246276, 1.75456, 2.88922, 0.0465808, 1.73796, 
164, -0.123344, -0.244592, 1.75457, 2.88026, 0.048646, 1.73831, 
165, -0.127569, -0.243078, 1.75432, 2.87127, 0.0507093, 1.73796, 
166, -0.131731, -0.241302, 1.75431, 2.86231, 0.0527791, 1.73827, 
167, -0.135646, -0.239807, 1.75406, 2.85392, 0.0547076, 1.73791, 
